year_month,category,top_counterpart,n_customers,n_transasctions,total_amount,pos_perc,ecom_perc
9-2021,communication,amazon,44,82,863.07,0.0,1.0
9-2021,transport,tamoil,30,40,1069.32,1.0,0.0
9-2021,cash,binance,13,42,17788.23,0.0,1.0
9-2021,holidays,booking.com,20,24,4305.85,0.0,1.0
9-2021,communication,adobe,20,28,1027.15,0.0,1.0
9-2021,health,other,357,580,34657.61,0.86,0.14
9-2021,savings,other,32,111,38288.87,0.0,1.0
9-2021,entertainment,steam,17,28,937.77,0.0,1.0
1-2023,shopping,aliexpress,75,382,7235.9,0.0,1.0
1-2023,transport,shell,114,180,5439.95,1.0,0.0
1-2023,shopping,paypal,97,193,17295.28,0.0,1.0
1-2023,entertainment,netflix,141,143,2858.55,0.0,1.0
1-2023,restaurants,mcdonald's,87,131,2179.93,0.99,0.01
1-2023,groceries,brezelkonig,59,85,709.4,0.95,0.05
1-2023,entertainment,google,58,141,927.22,0.0,1.0
1-2023,shopping,zalando,31,67,6810.72,0.05,0.95
1-2023,living,other,95,206,15646.51,0.34,0.66
1-2023,groceries,migros,719,2818,73921.04,0.92,0.08
2-2023,groceries,aldi,208,490,15167.13,0.99,0.01
2-2023,restaurants,starbucks,108,174,1827.1,0.97,0.03
2-2023,general,paypal,44,120,13678.02,0.0,1.0
2-2023,restaurants,vicafe,14,23,202.0,0.8,0.2
2-2023,communication,other,521,925,46216.56,0.09,0.91
2-2023,transport,other,871,2949,96956.68,0.79,0.21
1-2023,savings,coinbase,16,97,7429.95,0.0,1.0
1-2023,groceries,stocker,17,43,330.4,1.0,0.0
2-2023,groceries,manor,30,54,2013.05,1.0,0.0
2-2023,groceries,rewe,20,30,985.17,1.0,0.0
11-2022,transport,shell,120,216,6320.92,0.88,0.12
11-2022,communication,post,92,118,2254.42,0.98,0.02
11-2022,groceries,brezelkonig,60,85,613.3,0.92,0.08
11-2022,entertainment,swisslos,40,105,5319.5,0.0,1.0
11-2022,shopping,otto's,46,55,3603.9,0.96,0.04
11-2022,groceries,stocker,24,54,347.45,1.0,0.0
11-2022,entertainment,playstationnetwork,17,29,466.36,0.0,1.0
11-2022,shopping,hornbach,18,26,1966.68,0.63,0.37
11-2022,entertainment,swiss casinos,28,172,15916.54,0.0,1.0
11-2022,groceries,migros,764,3035,78549.5,0.91,0.09
11-2022,shopping,orell fussli,21,22,793.7,1.0,0.0
11-2022,health,dm-drogerie,42,58,1951.38,1.0,0.0
12-2022,restaurants,mcdonalds,208,317,5351.65,0.99,0.01
12-2022,cash,revolut,65,183,90338.71,0.0,1.0
12-2022,shopping,other,1202,4420,352270.03,0.73,0.27
12-2022,transport,parkingpay,40,161,1840.32,0.0,1.0
12-2022,transport,tier,16,61,185.38,0.0,1.0
12-2022,holidays,swiss,15,21,3863.88,0.04,0.96
12-2022,communication,netflix.com,32,32,423.22,0.0,1.0
12-2022,shopping,jelmoli,32,50,3325.6,0.98,0.02
12-2022,savings,revolut,1,1,37.97,0.0,1.0
1-2023,Hotel,other,1,2,1175.8,1.0,0.0
3-2022,holidays,other,419,959,135215.24,0.6,0.4
3-2022,entertainment,other,480,1393,89293.93,0.27,0.73
3-2022,groceries,selecta,111,447,1259.8,1.0,0.0
3-2022,savings,coinbase,17,64,5946.76,0.0,1.0
3-2022,shopping,otto's,45,58,3587.7,0.83,0.17
3-2022,shopping,orell fussli,23,24,947.4,1.0,0.0
3-2022,communication,sky,44,50,892.77,0.0,1.0
3-2022,health,dm-drogerie,21,25,1257.77,1.0,0.0
3-2022,communication,yallo,15,19,986.0,0.0,1.0
3-2022,shopping,hornbach,22,36,2380.22,0.82,0.18
4-2022,restaurants,sumup,155,249,6260.48,1.0,0.0
4-2022,restaurants,uber,47,122,4376.11,0.02,0.98
4-2022,entertainment,interwetten,13,92,8554.78,0.0,1.0
4-2022,cash,twint,51,173,7468.74,0.0,1.0
4-2022,savings,coinbase,16,53,7761.86,0.0,1.0
4-2022,restaurants,marche,38,64,972.94,1.0,0.0
4-2022,cash,binance,20,80,27450.48,0.0,1.0
5-2022,transport,coop,288,648,16592.71,1.0,0.0
5-2022,groceries,migrolino,104,277,2256.0,1.0,0.0
5-2022,communication,amazon,49,85,846.81,0.0,1.0
5-2022,transport,eni,60,113,5194.18,0.65,0.35
5-2022,transport,lime,22,114,562.26,0.0,1.0
5-2022,transport,fairtiq,39,92,2191.05,0.0,1.0
5-2022,general,paypal,40,68,7288.53,0.0,1.0
5-2022,transport,zvv,24,106,1248.9,0.0,1.0
5-2022,entertainment,youtube,50,51,755.64,0.0,1.0
5-2022,communication,adobe,24,34,583.21,0.0,1.0
4-2022,transport,bolt,3,11,67.17,0.0,1.0
4-2022,Restaurant,other,3,3,45.0,1.0,0.0
6-2022,groceries,steiner,56,132,1520.95,1.0,0.0
6-2022,groceries,sbb,21,40,239.85,1.0,0.0
6-2022,shopping,globus,36,54,2672.57,1.0,0.0
6-2022,wellness,other,12,16,1054.05,0.87,0.13
8-2023,transport,other,986,3801,112412.88,0.74,0.26
8-2023,communication,paypal,106,177,5603.6,0.0,1.0
8-2023,shopping,digitec galaxus,77,109,14050.49,0.18,0.82
8-2023,shopping,manor,78,115,4191.1,0.97,0.03
8-2023,living,landi,42,64,2131.0,1.0,0.0
9-2023,restaurants,sumup,221,423,9484.58,1.0,0.0
9-2023,groceries,migrolino,115,313,2549.45,1.0,0.0
9-2023,shopping,aliexpress,67,368,6459.72,0.0,1.0
9-2023,transport,shell,154,252,5480.67,1.0,0.0
9-2023,shopping,paypal,81,148,14681.98,0.0,1.0
9-2023,restaurants,marche,55,99,1075.55,1.0,0.0
8-2023,wellness,other,7,11,1822.58,0.79,0.21
9-2023,restaurants,uber,61,152,6701.5,0.09,0.91
9-2023,shopping,zalando,18,25,3368.49,0.05,0.95
9-2023,communication,tiktok,8,79,567.77,0.0,1.0
10-2023,groceries,lidl,206,483,16922.39,1.0,0.0
10-2023,restaurants,sumup,213,380,10699.54,1.0,0.0
10-2023,shopping,amazon,110,190,10916.25,0.0,1.0
10-2023,entertainment,netflix,98,98,1950.37,0.0,1.0
10-2023,entertainment,google,108,150,1164.53,0.0,1.0
10-2023,restaurants,marche,61,79,1081.87,1.0,0.0
10-2023,groceries,spar,147,314,8471.16,0.99,0.01
10-2023,restaurants,uber,64,150,6605.48,0.1,0.9
10-2023,shopping,ikea,71,113,10779.16,0.88,0.12
10-2023,cash,ubs,37,58,13120.0,1.0,0.0
10-2023,shopping,sumup,59,68,4276.87,1.0,0.0
10-2023,groceries,twint,13,41,538.03,0.0,1.0
10-2023,wellness,other,11,16,2707.63,0.98,0.02
7-2022,restaurants,mcdonalds,190,304,5121.53,1.0,0.0
7-2022,shopping,digitec galaxus,92,148,17386.1,0.08,0.92
7-2022,shopping,manor,62,91,4053.9,0.93,0.07
7-2022,health,amavita,66,80,2264.6,0.98,0.02
7-2022,communication,sky,36,50,871.0,0.0,1.0
7-2022,transport,easypark,39,104,446.88,0.0,1.0
7-2022,communication,yallo,12,16,778.1,0.0,1.0
8-2022,communication,google,142,421,3471.52,0.0,1.0
8-2022,entertainment,netflix,128,128,2560.11,0.0,1.0
8-2022,shopping,muller,48,59,1638.1,1.0,0.0
8-2022,entertainment,google,15,27,255.26,0.0,1.0
8-2022,savings,other,15,30,8717.05,0.01,0.99
8-2022,Groceries,other,3,3,29.8,1.0,0.0
9-2022,shopping,aliexpress,67,206,4669.16,0.0,1.0
9-2022,transport,parkingpay,49,156,772.35,0.0,1.0
9-2022,transport,tier,26,95,342.5,0.03,0.97
9-2022,restaurants,mcdonalds,202,315,5045.61,1.0,0.0
9-2022,shopping,paypal,84,150,21565.78,0.0,1.0
9-2022,health,sumup,31,38,4126.03,1.0,0.0
9-2022,shopping,zalando,26,44,5246.33,0.04,0.96
1-2021,transport,sbb,92,331,4277.2,0.12,0.88
1-2021,shopping,aliexpress,36,141,4315.39,0.0,1.0
1-2021,shopping,paypal,89,178,15972.91,0.0,1.0
1-2021,groceries,sprungli,21,25,674.81,1.0,0.0
1-2021,shopping,zalando,15,20,2502.01,0.0,1.0
1-2021,groceries,other,437,1588,47394.89,0.69,0.31
2-2021,groceries,lidl,80,175,8538.04,1.0,0.0
2-2021,groceries,spar,61,151,4285.45,1.0,0.0
2-2021,shopping,otto's,17,18,670.1,1.0,0.0
2-2021,communication,netflix.com,11,11,150.78,0.0,1.0
2-2021,groceries,twint,3,4,83.5,0.0,1.0
3-2021,groceries,lidl,120,248,11901.34,1.0,0.0
3-2021,groceries,spar,78,232,4950.46,1.0,0.0
3-2021,transport,shell,55,99,2229.02,1.0,0.0
3-2021,cash,postfinance,8,9,885.47,1.0,0.0
3-2021,living,landi,34,48,1994.15,1.0,0.0
3-2021,shopping,orell fussli,9,11,607.5,1.0,0.0
3-2021,groceries,twint,5,11,115.7,0.0,1.0
3-2021,shopping,hornbach,12,14,807.8,0.8,0.2
5-2021,cash,twint,43,122,4318.46,0.0,1.0
5-2021,transport,easypark,20,34,98.92,0.0,1.0
5-2021,restaurants,mcdonald's,42,69,1085.24,0.99,0.01
5-2021,communication,sky,34,42,720.7,0.0,1.0
5-2021,cash,binance,26,79,28990.85,0.0,1.0
5-2021,holidays,airbnb,8,15,4152.45,0.0,1.0
5-2021,communication,yallo,15,26,623.4,0.0,1.0
1-2021,groceries,panetarium,4,12,189.6,1.0,0.0
2-2021,shopping,orell fussli,2,2,103.1,1.0,0.0
2-2021,holidays,airbnb,3,3,1857.96,0.0,1.0
2-2021,shopping,hornbach,9,15,686.4,0.68,0.32
3-2021,shopping,otto's,24,27,1092.6,1.0,0.0
4-2021,groceries,lidl,113,235,11795.23,1.0,0.0
4-2021,groceries,spar,79,212,5625.57,1.0,0.0
4-2021,communication,netflix.com,13,13,191.11,0.0,1.0
4-2021,groceries,twint,6,10,289.65,0.0,1.0
4-2021,transport,migrol,90,148,4013.89,0.95,0.05
4-2021,shopping,digitec galaxus,72,115,17344.14,0.18,0.82
4-2021,shopping,manor,44,60,3512.4,0.84,0.16
4-2021,transport,landi,14,18,519.1,1.0,0.0
4-2021,Restaurant,other,2,2,51.4,1.0,0.0
4-2021,salary,other,1,3,280.6,1.0,0.0
5-2021,health,dm-drogerie,10,11,726.51,1.0,0.0
7-2023,health,amavita,41,55,1810.1,1.0,0.0
7-2023,groceries,migrolino,101,254,1772.45,1.0,0.0
7-2023,shopping,decathlon,48,57,3905.87,0.94,0.06
10-2022,communication,other,511,991,43282.91,0.08,0.92
10-2022,transport,sbb,312,1376,21082.1,0.19,0.81
10-2022,restaurants,mcdonalds,202,338,5544.35,1.0,0.0
10-2022,groceries,avec,140,256,2338.75,0.99,0.01
10-2022,groceries,sumup,79,113,1956.04,1.0,0.0
10-2022,cash,ubs,31,46,15380.0,1.0,0.0
10-2022,health,other,506,871,42579.38,0.95,0.05
10-2022,salary,other,3,3,109.62,0.04,0.96
11-2023,cash,kantonalbank,40,72,18930.0,1.0,0.0
11-2023,transport,paypal,21,47,3049.08,0.0,1.0
2-2022,groceries,selecta,85,303,835.51,0.99,0.01
2-2022,communication,paypal,86,161,4000.08,0.0,1.0
2-2022,transport,avia,80,119,5715.33,1.0,0.0
2-2022,transport,socar,68,113,2563.16,1.0,0.0
2-2022,transport,agrola,68,110,4249.61,1.0,0.0
2-2022,entertainment,microsoft,35,44,849.68,0.0,1.0
2-2022,cash,binance,18,76,19574.64,0.0,1.0
2-2022,entertainment,paypal,24,38,1172.27,0.0,1.0
2-2022,general,other,231,398,35427.09,0.29,0.71
2-2022,restaurants,other,931,4999,193997.18,0.93,0.07
2-2022,shopping,amazon,76,141,9049.76,0.0,1.0
2-2022,cash,twint,52,124,8487.48,0.0,1.0
2-2022,shopping,ikea,65,112,8739.64,0.69,0.31
2-2022,shopping,sumup,24,29,1432.1,0.93,0.07
2-2022,transport,tamoil,24,38,1223.86,1.0,0.0
2-2022,education,other,5,6,869.35,0.41,0.59
3-2022,Lebensmittel,other,1,1,277.0,0.0,1.0
11-2023,Health,other,1,1,169.0,0.0,1.0
12-2023,health,other,515,954,52025.94,0.91,0.09
12-2023,groceries,denner,341,766,18359.9,1.0,0.0
12-2023,cash,postfinance,75,149,35553.18,1.0,0.0
12-2023,holidays,swiss,23,44,12835.8,0.01,0.99
12-2023,communication,post,101,142,3353.22,0.98,0.02
3-2023,transport,migrol,123,222,4972.46,1.0,0.0
3-2023,communication,spotify,154,165,2685.99,0.0,1.0
3-2023,groceries,kkiosk,116,204,1951.9,0.99,0.01
3-2023,groceries,brezelkönig,41,50,370.6,1.0,0.0
3-2023,transport,landi,16,67,1036.85,1.0,0.0
3-2023,restaurants,spettacolo,28,52,366.4,1.0,0.0
3-2023,communication,audible,37,42,465.67,0.0,1.0
4-2023,cash,revolut,82,264,88750.94,0.0,1.0
4-2023,entertainment,mycasino.ch,23,407,19409.07,0.0,1.0
4-2023,communication,post,76,96,8680.31,0.99,0.01
4-2023,restaurants,other,1243,8008,264628.59,0.95,0.05
4-2023,transport,other,929,3606,96418.07,0.72,0.28
5-2023,groceries,denner,309,762,16036.15,0.97,0.03
5-2023,communication,google,129,413,3332.03,0.0,1.0
5-2023,shopping,otto's,51,59,2639.9,1.0,0.0
5-2023,shopping,orell fussli,31,34,1349.2,0.97,0.03
5-2023,restaurants,spettacolo,36,50,368.25,1.0,0.0
5-2023,shopping,hornbach,31,57,5719.19,0.84,0.16
4-2023,Health,other,1,1,245.0,0.0,1.0
5-2023,Health,other,1,1,245.0,0.0,1.0
5-2023,education,other,2,2,497.09,0.0,1.0
6-2023,transport,sbb,342,1594,23633.7,0.18,0.82
6-2023,groceries,avec,187,386,3594.05,1.0,0.0
6-2023,groceries,sumup,103,156,2731.87,1.0,0.0
6-2023,cash,other,293,748,181531.19,0.88,0.12
6-2023,health,sumup,58,70,6448.19,1.0,0.0
10-2021,groceries,lidl,152,352,14059.77,1.0,0.0
10-2021,groceries,spar,114,253,7230.13,1.0,0.0
10-2021,communication,spotify,131,135,2211.03,0.0,1.0
10-2021,cash,postfinance,38,56,11430.02,1.0,0.0
10-2021,shopping,migros,56,65,2964.6,0.93,0.07
11-2021,shopping,digitec galaxus,105,182,27161.14,0.1,0.9
11-2021,transport,parkingpay,32,99,707.7,0.0,1.0
11-2021,shopping,manor,48,81,3638.0,0.89,0.11
11-2021,transport,tier,13,30,134.38,0.14,0.86
11-2021,restaurants,spettacolo,27,45,268.65,1.0,0.0
12-2021,restaurants,mcdonalds,169,254,4582.44,0.99,0.01
12-2021,transport,uber,59,157,2478.55,0.03,0.97
12-2021,shopping,otto's,42,54,3872.0,0.85,0.15
12-2021,transport,vbz,27,66,406.2,1.0,0.0
12-2021,shopping,orell fussli,49,61,2909.6,1.0,0.0
12-2021,shopping,hornbach,14,17,2359.58,0.83,0.17
12-2021,cash,other,175,500,115896.16,0.65,0.35
12-2021,tax,other,161,224,7253.71,0.42,0.58
1-2022,transport,easypark,27,77,262.85,0.0,1.0
1-2022,restaurants,spettacolo,15,20,170.25,1.0,0.0
1-2022,entertainment,other,388,965,74715.79,0.21,0.79
1-2022,cash,other,157,373,83689.71,0.6,0.4
1-2022,wellness,other,16,18,1893.09,0.79,0.21
10-2021,health,sumup,38,44,5285.07,1.0,0.0
10-2021,groceries,twint,8,8,429.55,0.0,1.0
10-2021,transport,paypal,17,39,1931.98,0.0,1.0
10-2021,communication,audible,32,37,407.74,0.0,1.0
12-2021,communication,apple,293,1015,25215.76,0.04,0.96
1-2022,groceries,selecta,83,218,670.97,0.99,0.01
6-2021,communication,other,333,667,35192.36,0.06,0.94
6-2021,shopping,other,710,2257,189517.28,0.55,0.45
6-2021,tax,other,110,183,8551.07,0.59,0.41
6-2021,transport,sbb,194,765,10698.5,0.24,0.76
6-2021,groceries,coop,639,3009,78380.35,0.97,0.03
6-2021,restaurants,burger,48,62,1461.86,1.0,0.0
6-2021,general,paypal,25,39,5188.67,0.0,1.0
6-2021,health,amavita,37,46,1480.9,1.0,0.0
6-2021,holidays,booking.com,14,18,3162.77,0.0,1.0
6-2021,shopping,jelmoli,11,16,1428.4,1.0,0.0
7-2021,communication,google,101,220,2362.24,0.0,1.0
7-2021,entertainment,netflix,97,98,1793.55,0.0,1.0
7-2021,groceries,steiner,51,113,1304.85,1.0,0.0
7-2021,groceries,sbb,17,31,285.95,1.0,0.0
7-2021,holidays,airbnb,12,42,15120.26,0.0,1.0
7-2021,health,other,350,583,39385.87,0.92,0.08
8-2021,communication,paypal,64,124,4071.27,0.0,1.0
8-2021,transport,avia,88,156,5488.83,1.0,0.0
8-2021,shopping,digitec galaxus,79,121,17273.36,0.0,1.0
8-2021,transport,socar,89,155,3740.75,1.0,0.0
8-2021,transport,agrola,71,159,4140.79,1.0,0.0
8-2021,cash,twint,49,153,4783.12,0.0,1.0
8-2021,shopping,manor,42,56,2909.45,0.97,0.03
8-2021,transport,tamoil,29,41,1315.38,1.0,0.0
8-2021,living,landi,29,39,1643.8,1.0,0.0
8-2021,entertainment,microsoft,24,29,266.14,0.0,1.0
8-2021,entertainment,paypal,16,22,327.51,0.0,1.0
7-2021,entertainment,google,4,4,41.4,0.0,1.0
8-2021,restaurants,other,905,5439,211703.05,0.93,0.07
8-2021,education,other,2,4,206.15,0.8,0.2
8-2021,cash,binance,11,21,4914.14,0.0,1.0
9-2021,groceries,avec,78,137,986.4,0.99,0.01
9-2021,transport,migrol,103,200,4491.27,1.0,0.0
9-2021,shopping,paypal,87,160,16314.07,0.0,1.0
9-2021,transport,landi,12,23,495.75,1.0,0.0
9-2021,communication,netflix.com,13,13,176.09,0.0,1.0
9-2021,shopping,aliexpress,45,136,3710.23,0.0,1.0
9-2021,restaurants,mcdonald's,44,65,1004.44,1.0,0.0
9-2021,groceries,sumup,59,80,1828.95,1.0,0.0
9-2021,entertainment,swisslos,18,40,2364.0,0.0,1.0
9-2021,shopping,zalando,19,32,9017.94,0.0,1.0
9-2021,entertainment,swiss casinos,9,68,8069.25,0.0,1.0
9-2021,entertainment,playstationnetwork,11,14,169.53,0.0,1.0
9-2021,Restaurant,other,3,4,38.6,1.0,0.0
1-2023,groceries,volg,132,353,7046.45,1.0,0.0
1-2023,restaurants,mcdonalds,195,312,5657.79,1.0,0.0
1-2023,communication,sky,49,56,1137.76,0.0,1.0
1-2023,communication,yallo,16,39,763.75,0.0,1.0
2-2023,cash,kantonalbank,37,61,19440.0,1.0,0.0
2-2023,holidays,other,502,1274,193026.72,0.52,0.48
2-2023,entertainment,other,572,1612,107790.41,0.24,0.76
1-2023,transport,voi,19,70,230.05,0.22,0.78
2-2023,shopping,muller,48,65,1732.8,1.0,0.0
2-2023,Restaurant,other,5,6,261.0,1.0,0.0
11-2022,groceries,volg,155,391,6511.05,1.0,0.0
11-2022,communication,paypal,110,215,7754.06,0.0,1.0
11-2022,restaurants,starbucks,108,183,2092.67,1.0,0.0
11-2022,transport,voi,26,123,399.59,0.02,0.98
11-2022,entertainment,steam,29,45,911.84,0.0,1.0
11-2022,restaurants,vicafe,21,32,298.1,0.96,0.04
11-2022,Holidays,other,1,1,130.63,1.0,0.0
12-2022,transport,coop,243,530,13949.88,1.0,0.0
12-2022,groceries,aldi,206,449,16041.92,1.0,0.0
12-2022,communication,amazon,61,102,1137.11,0.0,1.0
12-2022,transport,lime,24,75,307.02,0.0,1.0
12-2022,transport,fairtiq,23,67,1543.59,0.0,1.0
12-2022,transport,zvv,30,123,817.9,0.0,1.0
12-2022,restaurants,mcdonald's,104,145,2431.61,1.0,0.0
12-2022,transport,eni,46,78,2326.54,0.98,0.02
12-2022,groceries,manor,52,90,3519.75,1.0,0.0
12-2022,shopping,globus,74,123,10112.0,0.96,0.04
12-2022,entertainment,youtube,47,53,695.23,0.0,1.0
12-2022,health,sumup,43,58,7200.03,1.0,0.0
12-2022,communication,adobe,32,38,887.9,0.0,1.0
12-2022,groceries,rewe,24,54,1953.33,0.77,0.23
3-2022,transport,other,669,2064,62623.22,0.7,0.3
3-2022,groceries,kkiosk,106,173,1832.2,1.0,0.0
3-2022,groceries,brezelkönig,29,35,233.4,1.0,0.0
4-2022,communication,spotify,141,145,2345.45,0.0,1.0
4-2022,groceries,sprungli,49,66,2043.3,0.99,0.01
4-2022,groceries,panetarium,4,31,305.5,1.0,0.0
4-2022,communication,audible,31,40,413.14,0.0,1.0
5-2022,restaurants,migros,143,266,3712.5,1.0,0.0
5-2022,groceries,avec,149,276,2303.65,0.97,0.03
5-2022,shopping,amazon,84,183,8178.42,0.0,1.0
5-2022,cash,twint,52,165,7269.23,0.0,1.0
5-2022,transport,parkingpay,50,157,917.8,0.0,1.0
5-2022,shopping,ikea,52,94,8803.85,0.93,0.07
5-2022,groceries,sumup,75,94,1621.16,1.0,0.0
5-2022,transport,tier,25,82,410.96,0.06,0.94
5-2022,holidays,swiss,31,64,15304.81,0.01,0.99
5-2022,cash,binance,26,95,31256.1,0.0,1.0
5-2022,restaurants,subway,30,59,915.32,1.0,0.0
4-2022,groceries,other,904,3827,104301.28,0.88,0.12
4-2022,general,paypal,44,77,5635.0,0.0,1.0
4-2022,shopping,amzn,26,34,3723.06,0.0,1.0
5-2022,shopping,sumup,38,48,4652.13,0.96,0.04
5-2022,communication,netflix.com,20,20,296.8,0.0,1.0
6-2022,groceries,lidl,204,460,17749.96,1.0,0.0
6-2022,shopping,other,998,3254,272504.51,0.6,0.4
6-2022,entertainment,other,517,1471,98959.44,0.2,0.8
6-2022,restaurants,migros,143,290,3800.85,1.0,0.0
6-2022,groceries,spar,112,255,5335.64,1.0,0.0
6-2022,cash,postfinance,42,66,17867.68,1.0,0.0
6-2022,health,sumup,37,42,4911.2,1.0,0.0
6-2022,restaurants,subway,30,63,833.37,1.0,0.0
6-2022,groceries,twint,24,68,963.35,0.0,1.0
6-2022,shopping,jelmoli,10,14,697.3,1.0,0.0
6-2022,savings,other,20,41,38221.1,0.0,1.0
6-2022,transport,bolt,8,14,90.39,0.0,1.0
8-2023,entertainment,other,676,2262,144126.51,0.21,0.79
8-2023,communication,post,84,109,4874.91,0.91,0.09
8-2023,cash,ubs,25,55,12100.0,1.0,0.0
8-2023,holidays,booking.com,56,84,25968.3,0.0,1.0
8-2023,shopping,ochsner,28,30,1456.6,0.93,0.07
9-2023,communication,apple,359,1009,25107.55,0.0,1.0
9-2023,groceries,avec,172,429,3515.05,1.0,0.0
9-2023,groceries,sumup,99,131,2751.51,1.0,0.0
9-2023,transport,voi,20,112,433.62,0.08,0.92
8-2023,education,other,4,4,996.83,0.15,0.85
9-2023,Shopping,other,3,3,208.4,1.0,0.0
10-2023,transport,uber,79,255,4478.72,0.01,0.99
10-2023,communication,other,568,1193,47963.73,0.09,0.91
10-2023,general,other,379,711,47711.85,0.23,0.77
10-2023,groceries,steiner,45,86,1088.05,1.0,0.0
10-2023,groceries,sbb,23,46,359.2,1.0,0.0
10-2023,transport,vbz,18,28,155.0,1.0,0.0
7-2022,transport,sbb,305,1091,23401.1,0.35,0.65
7-2022,groceries,aldi,197,440,12706.02,1.0,0.0
7-2022,restaurants,mcdonald's,77,136,2600.9,0.99,0.01
7-2022,groceries,manor,36,78,1880.25,1.0,0.0
7-2022,groceries,rewe,26,65,1277.07,1.0,0.0
7-2022,health,coop,38,45,1308.8,1.0,0.0
7-2022,shopping,ochsner,31,31,2526.9,0.91,0.09
8-2022,groceries,sprungli,27,38,1344.7,1.0,0.0
8-2022,groceries,panetarium,6,34,310.1,1.0,0.0
8-2022,groceries,other,1024,4605,106084.96,0.88,0.12
8-2022,restaurants,migros,153,334,4275.6,1.0,0.0
8-2022,general,paypal,43,55,5033.13,0.0,1.0
8-2022,restaurants,subway,37,57,966.65,1.0,0.0
8-2022,transport,bolt,15,75,221.71,0.0,1.0
8-2022,cash,ubs,17,21,7560.0,1.0,0.0
9-2022,transport,coop,243,582,14385.2,1.0,0.0
9-2022,communication,spotify,146,152,2434.56,0.0,1.0
9-2022,transport,eni,63,119,2906.19,0.97,0.03
9-2022,transport,lime,29,129,611.04,0.0,1.0
9-2022,transport,fairtiq,37,83,2091.07,0.0,1.0
9-2022,transport,zvv,26,108,1700.2,0.0,1.0
9-2022,restaurants,mcdonald's,88,142,2198.18,1.0,0.0
9-2022,savings,coinbase,13,59,3675.77,0.0,1.0
9-2022,entertainment,youtube,47,48,746.34,0.0,1.0
9-2022,communication,audible,25,29,283.73,0.0,1.0
9-2022,Restaurant,other,3,4,142.8,1.0,0.0
1-2021,restaurants,sumup,13,18,505.7,1.0,0.0
1-2021,restaurants,uber,28,83,3325.84,0.0,1.0
1-2021,entertainment,interwetten,1,27,7730.0,0.0,1.0
1-2021,transport,easypark,3,6,12.61,0.0,1.0
1-2021,restaurants,marche,7,7,87.79,1.0,0.0
1-2021,holidays,airbnb,5,7,1481.55,0.0,1.0
1-2021,communication,other,259,516,21614.51,0.01,0.99
2-2021,restaurants,starbucks,19,54,561.85,1.0,0.0
2-2021,cash,twint,27,67,1902.41,0.0,1.0
2-2021,groceries,steiner,36,114,1313.85,1.0,0.0
2-2021,communication,amazon,21,44,425.05,0.0,1.0
2-2021,savings,coinbase,18,47,3083.88,0.0,1.0
2-2021,cash,binance,7,23,6561.8,0.0,1.0
2-2021,communication,adobe,14,19,610.85,0.0,1.0
2-2021,restaurants,vicafe,13,31,307.6,1.0,0.0
2-2021,health,other,235,348,27315.12,0.85,0.15
3-2021,communication,apple,185,496,16710.12,0.0,1.0
3-2021,groceries,steiner,44,116,1319.55,1.0,0.0
3-2021,transport,voi,5,7,21.21,0.0,1.0
3-2021,groceries,sbb,10,13,124.55,1.0,0.0
5-2021,transport,sbb,182,711,9319.4,0.17,0.83
5-2021,restaurants,mcdonalds,107,183,3158.82,1.0,0.0
5-2021,shopping,aliexpress,48,249,3921.35,0.0,1.0
5-2021,shopping,paypal,87,160,12761.41,0.0,1.0
5-2021,entertainment,interwetten,1,24,4770.0,0.0,1.0
5-2021,shopping,zalando,19,29,5656.01,0.0,1.0
5-2021,tax,other,82,122,5096.11,0.46,0.54
2-2021,groceries,sbb,5,6,25.55,1.0,0.0
3-2021,health,dm-drogerie,3,3,63.55,1.0,0.0
3-2021,restaurants,tibits,1,1,10.9,1.0,0.0
4-2021,transport,avia,72,124,5817.39,1.0,0.0
4-2021,transport,agrola,55,87,3284.82,1.0,0.0
4-2021,groceries,steiner,46,116,1237.1,1.0,0.0
4-2021,general,other,159,238,19533.1,0.15,0.85
4-2021,cash,other,109,209,61759.18,0.28,0.72
4-2021,entertainment,other,189,485,41599.52,0.1,0.9
4-2021,transport,socar,76,108,2529.7,1.0,0.0
4-2021,communication,amazon,27,44,459.09,0.0,1.0
4-2021,transport,tamoil,11,16,627.0,1.0,0.0
4-2021,holidays,swiss,8,10,2129.92,0.03,0.97
4-2021,groceries,sbb,15,24,217.55,1.0,0.0
4-2021,communication,adobe,17,22,463.45,0.0,1.0
4-2021,shopping,ochsner,31,36,3128.8,0.74,0.26
6-2023,Restaurant,other,2,2,24.5,1.0,0.0
7-2023,groceries,avec,191,371,3231.7,0.99,0.01
7-2023,groceries,sumup,130,203,3469.61,1.0,0.0
7-2023,communication,sky,35,42,831.87,0.0,1.0
7-2023,health,coop,38,48,1626.75,0.95,0.05
7-2023,communication,yallo,17,80,1091.65,0.0,1.0
7-2023,general,other,393,866,54876.52,0.3,0.7
7-2023,savings,other,22,101,25564.9,0.0,1.0
7-2023,shopping,migros,54,73,4246.95,1.0,0.0
7-2023,transport,paypal,23,41,1891.42,0.0,1.0
7-2023,restaurants,tibits,34,49,1019.7,1.0,0.0
10-2022,entertainment,netflix,128,130,2618.77,0.0,1.0
10-2022,transport,easypark,51,123,504.53,0.0,1.0
