customer_id,n_country,n_transactions,total_amount,n_counterparts,days_active,pos_perc,ecom_perc,cat_cash,cat_communication,cat_education,cat_entertainment,cat_fitness,cat_general,cat_groceries,cat_health,cat_holidays,cat_hotel,cat_living,cat_restaurant,cat_salary,cat_savings,cat_shopping,cat_tax,cat_transport,cat_wellness,cur_aud,cur_chf,cur_eur,cur_gbp,cur_mxn,cur_thb,cur_usd,country_ch,country_de,country_fr,country_gb,country_ie,country_it,country_us,churned,segment
904,1,8,285.4,6,22,0.18,0.82,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,0.0,0.0,13.0,0.0,0.0,202.0,0.0,32.0,0.0,0.0,285.4,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
905,2,2,73.3,2,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,73.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,Churned
918,2,13,4089.64,12,329,0.37,0.63,0.0,46.0,0.0,0.0,0.0,0.0,985.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,2760.0,0.0,0.0,0.0,0.0,3645.44,444.2,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,True,Churned
919,4,51,1191.37,9,175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.0,0.0,46.0,0.0,0.0,498.56,145.57,0.0,0.0,0.0,547.24,0.0,2.0,3.0,41.0,0.0,0.0,0.0,True,Churned
920,10,148,6537.71,75,195,0.47,0.53,706.0,1082.0,0.0,0.0,0.0,1028.0,932.0,198.0,205.0,0.0,75.0,398.0,0.0,0.0,978.0,0.0,937.0,0.0,0.0,3324.56,3173.45,0.0,0.0,0.0,39.7,45.0,50.0,9.0,7.0,27.0,0.0,0.0,True,Churned
922,1,84,10555.0,19,461,0.86,0.14,8860.0,0.0,0.0,1508.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10555.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
923,5,12,1622.86,9,29,0.0,1.0,0.0,1.0,0.0,41.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523.0,0.0,51.0,0.0,0.0,642.68,0.0,0.0,0.0,0.0,980.18,4.0,2.0,0.0,0.0,0.0,0.0,4.0,True,Churned
935,5,57,1547.83,39,770,0.95,0.05,322.0,0.0,0.0,78.0,0.0,0.0,398.0,85.0,44.0,0.0,0.0,103.0,0.0,0.0,279.0,9.0,230.0,0.0,0.0,1206.65,341.18,0.0,0.0,0.0,0.0,46.0,0.0,2.0,1.0,0.0,0.0,0.0,True,Churned
936,2,35,499.59,25,366,1.0,0.0,0.0,0.0,0.0,22.0,0.0,58.0,55.0,1.0,3.0,0.0,0.0,263.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,58.5,0.0,441.09,0.0,0.0,0.0,3.0,0.0,0.0,32.0,0.0,0.0,0.0,True,Churned
945,4,147,5258.21,50,229,0.99,0.01,1893.0,32.0,0.0,0.0,0.0,0.0,1876.0,422.0,0.0,0.0,0.0,125.0,0.0,0.0,333.0,114.0,464.0,0.0,0.0,3033.03,2225.18,0.0,0.0,0.0,0.0,67.0,10.0,0.0,0.0,0.0,0.0,0.0,True,Churned
947,1,25,169.05,11,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,169.05,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
948,11,509,19754.63,252,539,0.5,0.5,0.0,1113.0,0.0,1551.0,0.0,466.0,2949.0,1243.0,952.0,0.0,0.0,3665.0,0.0,0.0,7154.0,33.0,628.0,0.0,0.0,16871.94,2590.2,0.0,0.0,0.0,131.95,422.0,18.0,3.0,0.0,25.0,5.0,4.0,True,Churned
952,2,56,1400.68,36,146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,86.0,0.0,0.0,0.0,709.0,0.0,0.0,43.0,0.0,126.0,0.0,0.0,2.5,1398.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0,True,Churned
953,1,202,20862.9,105,221,0.97,0.03,2600.0,13.0,0.0,16.0,0.0,0.0,2190.0,582.0,3174.0,0.0,51.0,1889.0,0.0,0.0,9054.0,0.0,1294.0,0.0,0.0,20862.9,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
954,1,5,47.4,4,89,0.94,0.06,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,47.4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
956,1,5,112.85,4,17,0.82,0.18,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,112.85,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
959,1,3,111.12,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.12,0.0,0.0,0.0,3.0,0.0,0.0,0.0,True,Churned
963,2,9,606.92,9,427,1.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,181.0,425.92,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
977,5,98,8532.84,37,157,0.95,0.05,7420.0,21.0,0.0,138.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,180.0,0.0,172.0,0.0,0.0,8508.01,24.83,0.0,0.0,0.0,0.0,89.0,0.0,0.0,2.0,2.0,0.0,0.0,True,Churned
978,10,538,45398.57,36,340,0.04,0.96,25125.0,265.0,0.0,16466.0,0.0,873.0,84.0,1005.0,1036.0,0.0,0.0,206.0,0.0,0.0,158.0,0.0,181.0,0.0,0.0,43445.78,1902.55,0.0,0.0,0.0,50.24,36.0,11.0,0.0,79.0,0.0,0.0,5.0,True,Churned
981,1,7,983.64,6,16,1.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,781.68,201.96,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
982,4,40,2483.79,29,281,0.54,0.46,0.0,0.0,0.0,65.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,69.0,0.0,1142.0,7.0,20.0,1061.0,0.0,0.0,2438.5,45.29,0.0,0.0,0.0,0.0,33.0,0.0,0.0,3.0,0.0,0.0,0.0,True,Churned
983,6,22,1226.14,9,771,0.0,1.0,0.0,295.0,0.0,31.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,366.0,0.0,0.0,0.0,0.0,731.39,216.83,0.0,0.0,0.0,277.92,17.0,1.0,0.0,1.0,0.0,0.0,0.0,True,Churned
985,7,31,1354.86,27,227,0.8,0.2,0.0,0.0,0.0,44.0,0.0,10.0,80.0,0.0,224.0,0.0,0.0,426.0,0.0,0.0,522.0,0.0,50.0,0.0,0.0,261.91,631.78,0.0,0.0,0.0,25.54,3.0,1.0,0.0,1.0,0.0,0.0,0.0,True,Churned
986,1,1,10.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
992,2,2,4.0,2,5,0.75,0.25,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Churned
1002,1,1,28.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
1003,1,1,2.3,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
1007,2,42,413.07,24,28,0.61,0.39,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,161.0,0.0,4.0,129.0,0.0,0.0,83.0,7.0,0.0,0.0,0.0,0.0,413.07,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,36.0,0.0,0.0,True,Churned
1009,3,9,101.97,7,512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,84.05,17.92,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,True,Churned
1013,1,6,117.9,3,25,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,117.9,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
1014,2,2,101.0,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Churned
1018,3,15,141.02,7,205,0.87,0.13,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,73.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,124.55,16.47,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,True,Churned
