customer_id,n_country,n_transactions,total_amount,n_counterparts,days_active,pos_perc,ecom_perc,cat_cash,cat_communication,cat_education,cat_entertainment,cat_fitness,cat_general,cat_groceries,cat_health,cat_holidays,cat_hotel,cat_living,cat_restaurant,cat_salary,cat_savings,cat_shopping,cat_tax,cat_transport,cat_wellness,cur_aud,cur_chf,cur_eur,cur_gbp,cur_mxn,cur_thb,cur_usd,country_ch,country_de,country_fr,country_gb,country_ie,country_it,country_us
0,11,197,21843.61,92,514,0.75,0.25,12620.0,1638.0,0.0,243.0,0.0,0.0,2021.0,0.0,619.0,0.0,0.0,392.0,0.0,3045.0,698.0,100.0,470.0,0.0,0.0,16147.62,5227.26,31.23,0.0,0.0,19.25,86.0,0.0,0.0,16.0,28.0,42.0,0.0
1,14,1736,104203.28,468,964,0.54,0.46,11233.0,2231.0,0.0,1956.0,0.0,1326.0,15503.0,3832.0,12673.0,0.0,1053.0,10935.0,0.0,19390.0,13468.0,267.0,10336.0,0.0,0.0,79513.95,23286.78,0.0,0.0,0.0,786.15,1325.0,9.0,1.0,5.0,146.0,96.0,4.0
2,31,3087,197449.56,629,964,0.21,0.79,15395.0,8950.0,0.0,105050.0,0.0,8964.0,16016.0,2072.0,3894.0,0.0,1510.0,10816.0,0.0,1421.0,18298.0,1003.0,4063.0,0.0,0.0,141381.46,28780.87,0.0,0.0,0.0,27091.0,1632.0,106.0,3.0,93.0,11.0,0.0,59.0
3,5,1412,49291.32,127,930,0.96,0.04,1450.0,291.0,0.0,209.0,0.0,0.0,37999.0,1260.0,132.0,0.0,0.0,491.0,26.0,0.0,5121.0,136.0,2175.0,0.0,0.0,42426.64,6864.68,0.0,0.0,0.0,0.0,1291.0,103.0,0.0,0.0,0.0,0.0,7.0
4,5,903,8224.79,183,525,0.95,0.05,0.0,0.0,0.0,243.0,0.0,0.0,1829.0,652.0,68.0,0.0,0.0,4784.0,0.0,0.0,575.0,0.0,74.0,0.0,0.0,7933.05,291.74,0.0,0.0,0.0,0.0,884.0,9.0,0.0,0.0,0.0,8.0,0.0
5,11,649,35797.13,85,953,0.67,0.33,0.0,123.0,0.0,3376.0,0.0,100.0,11132.0,175.0,0.0,0.0,0.0,2367.0,0.0,0.0,11427.0,0.0,7096.0,0.0,0.0,31993.28,3727.49,0.0,0.0,0.0,76.36,569.0,34.0,5.0,3.0,7.0,0.0,9.0
6,1,227,11991.94,15,213,1.0,0.0,11090.0,0.0,0.0,0.0,0.0,0.0,702.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,55.0,0.0,125.0,0.0,0.0,11991.94,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2,20,1041.55,9,8,0.19,0.81,836.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,106.0,0.0,28.0,0.0,0.0,1041.55,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0
8,7,72,2289.74,48,357,0.96,0.04,0.0,0.0,0.0,276.0,0.0,0.0,169.0,14.0,81.0,0.0,0.0,938.0,0.0,0.0,714.0,0.0,97.0,0.0,0.0,953.15,789.79,0.0,0.0,0.0,546.8,45.0,1.0,0.0,0.0,0.0,1.0,15.0
9,7,426,113307.78,133,579,0.33,0.67,17899.0,274.0,0.0,72373.0,0.0,0.0,6065.0,160.0,3192.0,0.0,351.0,2085.0,0.0,0.0,9190.0,137.0,1582.0,0.0,0.0,110023.43,2542.6,0.0,0.0,0.0,0.0,370.0,15.0,1.0,9.0,0.0,0.0,5.0
10,10,165,4876.48,23,320,0.54,0.46,0.0,279.0,0.0,699.0,0.0,134.0,1686.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,1102.0,10.0,696.0,0.0,0.0,4719.18,157.3,0.0,0.0,0.0,0.0,48.0,6.0,1.0,11.0,13.0,0.0,2.0
11,11,393,9659.1,159,909,0.56,0.44,340.0,535.0,0.0,167.0,0.0,141.0,1792.0,114.0,0.0,0.0,0.0,208.0,0.0,0.0,6068.0,106.0,188.0,0.0,0.0,8672.63,843.77,0.0,0.0,0.0,142.7,339.0,19.0,0.0,12.0,3.0,0.0,7.0
12,1,15,763.0,9,11,1.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,0.0,763.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8,625,19238.69,107,540,0.87,0.13,7562.0,303.0,0.0,0.0,0.0,1265.0,4015.0,400.0,158.0,0.0,172.0,2234.0,0.0,0.0,862.0,200.0,2067.0,0.0,0.0,18607.54,235.86,0.0,0.0,376.65,0.0,592.0,8.0,0.0,8.0,6.0,0.0,1.0
14,11,853,23086.84,305,633,0.64,0.36,224.0,57.0,0.0,1033.0,0.0,1568.0,3381.0,273.0,7077.0,0.0,46.0,6044.0,0.0,0.0,2313.0,19.0,1053.0,0.0,0.0,2950.14,4352.22,463.86,0.0,0.0,1226.05,42.0,4.0,0.0,28.0,1.0,9.0,30.0
15,8,54,5588.58,41,151,0.32,0.68,0.0,229.0,0.0,50.0,0.0,393.0,365.0,1052.0,1350.0,0.0,0.0,929.0,0.0,0.0,977.0,2.0,240.0,0.0,0.0,2435.18,2974.85,0.0,0.0,0.0,178.55,9.0,0.0,26.0,3.0,3.0,9.0,2.0
16,9,199,7733.22,147,822,0.59,0.41,0.0,122.0,0.0,299.0,0.0,108.0,920.0,0.0,1533.0,0.0,16.0,1669.0,0.0,0.0,2273.0,98.0,698.0,0.0,0.0,2140.69,3203.26,2352.41,0.0,0.0,3.0,60.0,3.0,34.0,74.0,0.0,0.0,2.0
17,15,1104,38206.85,350,892,0.47,0.53,794.0,2624.0,0.0,3567.0,0.0,1029.0,7402.0,668.0,3945.0,0.0,16.0,9095.0,0.0,0.0,5423.0,172.0,3473.0,0.0,0.0,32293.31,1425.47,854.15,0.0,696.81,2937.11,881.0,22.0,0.0,52.0,29.0,5.0,51.0
18,11,127,17251.64,58,163,0.19,0.81,9240.0,153.0,0.0,116.0,0.0,210.0,450.0,15.0,0.0,0.0,0.0,441.0,0.0,5789.0,717.0,0.0,120.0,0.0,0.0,7005.09,5873.01,0.0,0.0,0.0,4051.32,64.0,2.0,2.0,24.0,3.0,0.0,0.0
19,11,157,6450.64,64,465,0.63,0.37,300.0,994.0,0.0,840.0,0.0,43.0,609.0,174.0,253.0,0.0,0.0,2055.0,0.0,0.0,493.0,14.0,675.0,0.0,0.0,3408.68,3041.96,0.0,0.0,0.0,0.0,36.0,1.0,0.0,1.0,28.0,42.0,10.0
20,19,1622,43364.65,554,796,0.69,0.31,0.0,771.0,0.0,4501.0,0.0,2544.0,10023.0,3965.0,5669.0,0.0,192.0,5367.0,0.0,0.0,8215.0,161.0,1954.0,0.0,0.0,27978.01,5355.72,0.0,0.0,0.0,6600.17,1269.0,30.0,0.0,19.0,25.0,56.0,114.0
21,4,346,110.87,88,945,0.96,0.04,0.0,2.0,0.0,0.0,0.0,2.0,36.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,47.0,0.0,0.0,2.35,108.52,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
22,12,350,6022.87,65,817,0.14,0.86,0.0,3644.0,0.0,148.0,0.0,86.0,474.0,23.0,0.0,0.0,0.0,88.0,0.0,0.0,647.0,34.0,879.0,0.0,0.0,5591.56,275.98,0.0,0.0,0.0,155.33,153.0,3.0,2.0,1.0,33.0,0.0,109.0
23,5,218,4036.36,45,341,0.97,0.03,0.0,22.0,0.0,0.0,0.0,0.0,1188.0,195.0,0.0,0.0,34.0,1563.0,0.0,0.0,342.0,0.0,693.0,0.0,0.0,3977.5,58.86,0.0,0.0,0.0,0.0,212.0,1.0,0.0,0.0,1.0,0.0,0.0
24,3,137,26690.15,60,583,0.2,0.8,0.0,0.0,3628.0,202.0,0.0,0.0,2005.0,527.0,276.0,0.0,68.0,769.0,0.0,17041.0,1226.0,0.0,947.0,0.0,0.0,8763.37,17926.78,0.0,0.0,0.0,0.0,105.0,15.0,0.0,0.0,0.0,0.0,0.0
25,5,759,65203.15,123,963,0.13,0.87,14560.0,294.0,0.0,492.0,0.0,0.0,5857.0,225.0,570.0,0.0,0.0,1890.0,0.0,35721.0,738.0,34.0,4823.0,0.0,0.0,65152.3,50.85,0.0,0.0,0.0,0.0,733.0,1.0,0.0,8.0,2.0,0.0,0.0
26,1,23,300.45,10,153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,300.45,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
27,15,1423,54025.38,555,780,0.63,0.37,4930.0,4235.0,47.0,2484.0,0.0,2024.0,6732.0,3807.0,4650.0,0.0,270.0,7953.0,0.0,54.0,12040.0,426.0,4306.0,68.0,0.0,36992.4,12564.14,0.0,0.0,0.0,1885.86,872.0,68.0,37.0,25.0,99.0,180.0,41.0
28,12,242,67271.3,40,782,0.02,0.98,2328.0,1348.0,0.0,49248.0,0.0,10718.0,20.0,0.0,1571.0,0.0,69.0,233.0,0.0,0.0,1208.0,18.0,510.0,0.0,0.0,13501.16,46203.93,0.0,0.0,0.0,6725.65,11.0,0.0,75.0,86.0,1.0,0.0,0.0
29,13,302,12695.09,226,668,0.66,0.34,780.0,0.0,0.0,653.0,0.0,58.0,932.0,123.0,3540.0,0.0,0.0,3138.0,0.0,0.0,1794.0,183.0,1494.0,0.0,0.0,4017.36,5832.71,0.0,0.0,0.0,347.33,93.0,48.0,0.0,1.0,13.0,38.0,0.0
30,6,54,1208.55,51,359,0.78,0.22,0.0,12.0,0.0,52.0,0.0,0.0,72.0,6.0,185.0,0.0,0.0,559.0,0.0,0.0,211.0,0.0,112.0,0.0,0.0,23.29,164.17,496.06,0.0,0.0,202.05,2.0,0.0,9.0,12.0,0.0,0.0,5.0
31,10,119,8057.45,84,879,0.53,0.47,825.0,276.0,0.0,6.0,0.0,0.0,1644.0,0.0,3788.0,0.0,0.0,419.0,0.0,0.0,567.0,0.0,533.0,0.0,0.0,4250.81,1924.16,0.0,0.0,0.0,0.0,53.0,25.0,2.0,0.0,0.0,0.0,0.0
32,5,74,1526.59,68,400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,79.0,7.0,0.0,26.0,667.0,0.0,0.0,384.0,0.0,25.0,0.0,0.0,428.8,525.69,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
33,5,892,17411.43,228,725,0.88,0.12,0.0,1850.0,0.0,96.0,0.0,13.0,8373.0,486.0,127.0,0.0,108.0,3532.0,0.0,0.0,1727.0,629.0,470.0,0.0,0.0,17122.38,197.96,0.0,0.0,0.0,91.09,882.0,3.0,0.0,1.0,5.0,0.0,1.0
34,1,114,5835.0,18,284,0.16,0.84,0.0,0.0,0.0,4937.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,141.0,115.0,0.0,0.0,0.0,5835.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
35,6,64,1150.52,12,616,0.0,1.0,0.0,21.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,0.0,0.0,0.0,0.0,981.12,151.77,0.0,0.0,0.0,17.63,0.0,0.0,0.0,8.0,0.0,0.0,4.0
36,6,595,18365.02,282,511,1.0,0.0,0.0,34.0,0.0,226.0,0.0,206.0,8850.0,696.0,1112.0,0.0,0.0,920.0,0.0,0.0,3712.0,65.0,2544.0,0.0,0.0,8991.99,2612.23,0.0,0.0,0.0,0.0,352.0,54.0,0.0,0.0,0.0,0.0,1.0
37,21,1348,31260.25,403,912,0.57,0.43,6496.0,594.0,34.0,869.0,0.0,176.0,4336.0,108.0,12693.0,0.0,0.0,3177.0,0.0,0.0,969.0,266.0,1541.0,0.0,0.0,12411.86,977.56,0.0,0.0,3744.19,2627.41,502.0,26.0,0.0,18.0,2.0,1.0,46.0
38,7,514,15642.88,320,387,0.63,0.37,716.0,26.0,0.0,468.0,0.0,28.0,407.0,73.0,5769.0,0.0,115.0,3368.0,0.0,0.0,2469.0,51.0,2155.0,0.0,0.0,1730.9,1577.3,107.12,0.0,0.0,11169.87,17.0,16.0,0.0,7.0,0.0,0.0,378.0
39,3,26,293.46,12,636,0.51,0.49,0.0,5.0,0.0,73.0,0.0,11.0,25.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,262.65,0.0,1.35,0.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,0.0
40,10,1547,38531.47,392,807,0.83,0.17,0.0,249.0,0.0,638.0,0.0,120.0,12042.0,359.0,7496.0,0.0,11.0,8098.0,0.0,0.0,3637.0,30.0,5850.0,0.0,0.0,33843.35,4249.13,0.0,0.0,0.0,105.91,1453.0,72.0,3.0,0.0,1.0,0.0,3.0
41,13,1130,44777.11,194,952,0.42,0.58,5596.0,4106.0,0.0,988.0,0.0,2354.0,11147.0,446.0,619.0,0.0,14.0,2593.0,0.0,9971.0,3905.0,92.0,2948.0,0.0,0.0,38401.02,1756.95,799.08,0.0,0.0,3820.06,765.0,18.0,0.0,33.0,143.0,0.0,50.0
42,2,137,1404.53,20,792,0.94,0.06,25.0,24.0,0.0,71.0,0.0,0.0,167.0,0.0,270.0,0.0,0.0,733.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,1404.53,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,1.0,0.0,0.0,0.0
43,2,62,2901.18,30,536,0.58,0.42,200.0,0.0,0.0,98.0,0.0,0.0,367.0,113.0,651.0,0.0,0.0,484.0,0.0,0.0,387.0,0.0,601.0,0.0,0.0,2901.18,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0
44,4,513,6769.86,89,827,0.96,0.04,0.0,247.0,0.0,62.0,0.0,0.0,1792.0,392.0,238.0,0.0,56.0,3167.0,0.0,0.0,696.0,1.0,118.0,0.0,0.0,6430.87,156.99,171.25,0.0,0.0,0.0,499.0,0.0,0.0,4.0,0.0,9.0,0.0
45,14,1383,24474.73,638,924,0.86,0.14,7146.0,667.0,0.0,303.0,0.0,269.0,2756.0,889.0,6384.0,0.0,97.0,2984.0,0.0,0.0,2291.0,0.0,687.0,0.0,0.0,7198.92,3280.03,0.0,0.0,0.0,14.48,88.0,3.0,61.0,7.0,21.0,21.0,2.0
46,13,58,23764.01,39,316,0.71,0.29,12994.0,10.0,0.0,63.0,0.0,36.0,98.0,790.0,6108.0,0.0,0.0,3024.0,0.0,0.0,119.0,0.0,523.0,0.0,0.0,14859.25,2950.45,0.0,0.0,0.0,1647.75,13.0,1.0,1.0,2.0,0.0,0.0,11.0
47,3,105,1698.68,51,712,0.79,0.21,0.0,206.0,0.0,97.0,0.0,0.0,326.0,24.0,0.0,0.0,11.0,598.0,0.0,0.0,280.0,0.0,157.0,0.0,0.0,1047.87,650.81,0.0,0.0,0.0,0.0,74.0,0.0,13.0,0.0,0.0,18.0,0.0
48,18,286,8620.71,148,372,0.41,0.59,2599.0,331.0,0.0,199.0,0.0,19.0,148.0,81.0,4001.0,0.0,0.0,450.0,0.0,0.0,184.0,176.0,432.0,0.0,0.0,1184.27,2168.71,0.0,43.48,943.9,986.0,41.0,1.0,0.0,10.0,0.0,0.0,4.0
49,6,107,5478.14,24,330,0.03,0.97,0.0,456.0,0.0,123.0,0.0,0.0,1880.0,0.0,124.0,0.0,0.0,52.0,0.0,0.0,2808.0,0.0,36.0,0.0,0.0,4125.6,72.03,0.0,0.0,0.0,1280.51,13.0,0.0,0.0,7.0,27.0,0.0,6.0
50,2,69,331.04,14,367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,73.0,0.0,6.0,0.0,0.0,311.45,19.59,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
51,3,55,311.5,16,279,0.91,0.09,0.0,16.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,11.0,0.0,114.0,0.0,0.0,284.5,15.89,0.0,0.0,0.0,11.11,53.0,0.0,0.0,1.0,1.0,0.0,0.0
52,13,831,37580.32,201,963,0.65,0.35,1222.0,569.0,0.0,1284.0,0.0,144.0,17929.0,1605.0,461.0,0.0,524.0,1215.0,0.0,0.0,10686.0,616.0,1326.0,0.0,0.0,36355.74,1224.58,0.0,0.0,0.0,0.0,771.0,21.0,0.0,3.0,5.0,0.0,5.0
53,6,145,8912.84,91,904,0.95,0.05,1800.0,10.0,0.0,298.0,0.0,7.0,1671.0,154.0,860.0,0.0,66.0,1947.0,0.0,0.0,1045.0,0.0,1055.0,0.0,0.0,7659.54,1253.3,0.0,0.0,0.0,0.0,109.0,2.0,2.0,0.0,0.0,0.0,0.0
54,1,19,79.85,13,61,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,79.85,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
55,6,119,10382.15,36,593,0.86,0.14,2900.0,137.0,0.0,53.0,0.0,0.0,1640.0,0.0,1271.0,0.0,0.0,3533.0,0.0,0.0,662.0,40.0,146.0,0.0,0.0,8951.4,1430.75,0.0,0.0,0.0,0.0,106.0,1.0,0.0,0.0,1.0,4.0,0.0
56,8,59,3522.44,33,776,0.42,0.58,670.0,257.0,0.0,26.0,0.0,0.0,302.0,0.0,596.0,0.0,0.0,170.0,0.0,0.0,1186.0,0.0,314.0,0.0,0.0,1219.88,1562.12,55.93,0.0,0.0,14.04,35.0,2.0,0.0,1.0,13.0,0.0,1.0
57,2,9,319.75,8,535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,86.0,0.0,146.0,0.0,0.0,319.75,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
58,2,2,211.55,2,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,147.4,0.0,0.0,0.0,0.0,64.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0
59,13,979,26848.44,186,954,0.76,0.24,0.0,189.0,0.0,3842.0,0.0,705.0,6713.0,479.0,2204.0,0.0,2225.0,4329.0,0.0,0.0,4447.0,320.0,1396.0,0.0,0.0,21705.92,4787.27,0.0,0.0,0.0,104.17,936.0,8.0,7.0,2.0,1.0,0.0,2.0
60,5,101,1168.38,54,287,0.62,0.38,20.0,293.0,0.0,130.0,0.0,0.0,342.0,61.0,0.0,0.0,0.0,166.0,0.0,16.0,108.0,0.0,33.0,0.0,0.0,1106.39,61.99,0.0,0.0,0.0,0.0,83.0,2.0,0.0,9.0,0.0,0.0,6.0
61,1,7,111.55,4,125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,111.55,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2,197,8854.43,77,831,1.0,0.0,0.0,13.0,0.0,0.0,0.0,43.0,5727.0,158.0,0.0,0.0,77.0,1283.0,0.0,0.0,342.0,16.0,1196.0,0.0,0.0,8849.88,0.0,0.0,0.0,0.0,4.55,196.0,0.0,0.0,0.0,0.0,0.0,1.0
63,3,63,3297.1,45,61,0.62,0.38,200.0,9.0,0.0,0.0,0.0,14.0,958.0,76.0,0.0,0.0,0.0,510.0,0.0,888.0,446.0,6.0,190.0,0.0,0.0,3176.63,106.6,0.0,0.0,0.0,13.87,60.0,0.0,0.0,0.0,0.0,0.0,2.0
64,5,178,3523.37,44,364,0.46,0.54,0.0,1474.0,0.0,36.0,0.0,50.0,105.0,0.0,50.0,0.0,0.0,481.0,0.0,0.0,1274.0,0.0,54.0,0.0,0.0,3307.24,50.01,0.0,0.0,0.0,94.11,61.0,2.0,0.0,4.0,83.0,0.0,28.0
65,3,152,11540.26,51,120,0.93,0.07,9053.0,20.0,0.0,0.0,0.0,1.0,512.0,55.0,0.0,0.0,126.0,198.0,0.0,0.0,1538.0,0.0,38.0,0.0,0.0,310.73,615.32,0.0,0.0,0.0,106.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66,5,306,6600.12,82,962,0.98,0.02,0.0,0.0,0.0,35.0,0.0,0.0,2615.0,279.0,196.0,0.0,63.0,1476.0,0.0,0.0,1737.0,0.0,199.0,0.0,0.0,5469.41,712.27,205.14,0.0,0.0,0.0,258.0,1.0,0.0,19.0,0.0,0.0,0.0
67,3,50,4429.97,36,663,0.64,0.36,207.0,98.0,0.0,220.0,0.0,251.0,877.0,97.0,254.0,0.0,0.0,562.0,0.0,0.0,1285.0,0.0,579.0,0.0,0.0,4069.42,261.43,0.0,0.0,0.0,99.12,47.0,0.0,0.0,1.0,0.0,0.0,0.0
68,8,38,5321.31,27,560,0.05,0.95,3173.0,88.0,0.0,50.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,44.0,0.0,300.0,1464.0,0.0,22.0,0.0,0.0,2079.67,3206.09,0.0,0.0,0.0,35.55,23.0,3.0,0.0,0.0,2.0,0.0,0.0
69,11,333,11876.12,192,895,0.57,0.43,250.0,116.0,0.0,132.0,0.0,48.0,1193.0,125.0,1568.0,0.0,144.0,2846.0,0.0,2555.0,2380.0,0.0,520.0,0.0,0.0,7701.69,3862.83,0.0,0.0,0.0,178.91,278.0,6.0,0.0,6.0,0.0,2.0,1.0
70,4,237,10759.96,87,206,0.59,0.41,0.0,137.0,0.0,0.0,0.0,0.0,2389.0,27.0,90.0,0.0,45.0,157.0,0.0,3901.0,2668.0,0.0,1347.0,0.0,0.0,10681.2,78.76,0.0,0.0,0.0,0.0,228.0,1.0,0.0,3.0,0.0,0.0,0.0
71,3,44,1500.33,26,325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,93.0,0.0,0.0,0.0,174.0,0.0,0.0,477.0,0.0,407.0,0.0,0.0,1208.77,249.52,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2,10,102.18,7,79,0.87,0.13,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,89.1,0.0,0.0,0.0,0.0,13.08,8.0,0.0,0.0,2.0,0.0,0.0,0.0
73,2,5,148.93,3,9,0.03,0.97,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,93.55,0.0,55.38,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
74,1,29,812.45,18,88,1.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,812.45,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2,6,102.25,6,19,0.36,0.64,0.0,66.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,36.3,0.0,0.0,0.0,0.0,65.95,5.0,0.0,0.0,0.0,0.0,0.0,1.0
76,9,295,3890.37,33,954,0.0,1.0,65.0,1407.0,0.0,1314.0,0.0,65.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,0.0,0.0,0.0,1927.85,748.87,0.0,0.0,0.0,1213.65,67.0,0.0,3.0,26.0,27.0,0.0,135.0
77,4,228,5424.4,65,912,0.94,0.06,0.0,22.0,0.0,195.0,0.0,7.0,674.0,88.0,1730.0,0.0,8.0,1951.0,0.0,0.0,294.0,0.0,455.0,0.0,0.0,4143.38,1281.02,0.0,0.0,0.0,0.0,199.0,26.0,0.0,0.0,1.0,0.0,0.0
78,10,167,6368.44,92,277,0.43,0.57,2950.0,80.0,0.0,863.0,0.0,0.0,799.0,41.0,237.0,0.0,0.0,428.0,0.0,0.0,508.0,0.0,462.0,0.0,0.0,4307.88,405.42,0.0,0.0,0.0,1615.77,120.0,7.0,0.0,4.0,18.0,0.0,2.0
79,3,16,698.19,11,74,0.58,0.42,0.0,0.0,0.0,110.0,0.0,15.0,133.0,75.0,0.0,0.0,0.0,123.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,683.19,0.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2,36,3020.2,23,185,0.99,0.01,2340.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,130.0,0.0,56.0,0.0,0.0,3020.2,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
81,7,98,1552.41,41,120,0.73,0.27,0.0,157.0,0.0,66.0,0.0,0.0,179.0,14.0,62.0,0.0,0.0,53.0,0.0,0.0,376.0,0.0,646.0,0.0,0.0,334.64,1193.66,0.0,0.0,0.0,24.11,2.0,0.0,31.0,2.0,1.0,0.0,2.0
82,3,66,726.61,25,304,0.62,0.38,20.0,124.0,0.0,42.0,0.0,110.0,310.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,20.0,0.0,73.0,0.0,0.0,726.61,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,8.0,22.0,0.0,0.0
83,1,2,91.44,1,216,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,91.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
84,12,518,25632.7,160,433,0.53,0.47,0.0,1649.0,0.0,1470.0,0.0,156.0,2269.0,317.0,1278.0,0.0,29.0,3444.0,171.0,0.0,11125.0,114.0,3580.0,31.0,0.0,22149.71,3028.13,0.0,0.0,0.0,61.12,407.0,43.0,17.0,1.0,16.0,3.0,1.0
85,11,1012,25816.49,403,631,0.79,0.21,377.0,1005.0,0.0,788.0,0.0,1975.0,5656.0,561.0,3416.0,0.0,56.0,5936.0,0.0,530.0,2864.0,0.0,2653.0,0.0,0.0,21930.82,3885.67,0.0,0.0,0.0,0.0,879.0,11.0,38.0,6.0,11.0,31.0,8.0
86,1,14,294.1,13,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,10.0,0.0,172.0,0.0,0.0,294.1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
87,3,4,1181.13,3,12,0.0,1.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,995.0,0.0,0.0,0.0,0.0,1075.81,105.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
